,login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
285,vakila,vakila/mapbreaking-workshop,2017-10-04T19:23:35Z,0,0,,True,True,
286,vakila,vakila/brainlord,2015-01-28T16:50:49Z,8,8,Python,True,True,
287,vakila,vakila/kimi,2015-11-16T17:23:49Z,138,138,Python,True,True,mit
288,vakila,vakila/hupper,2017-02-24T14:57:37Z,2,2,Python,True,True,mit
289,vakila,vakila/net-set,2015-11-04T17:34:25Z,36,36,JavaScript,True,True,mit
290,vakila,vakila/bangbangcon.github.io,2016-05-13T15:24:00Z,2,2,HTML,True,True,mit
291,vakila,vakila/dastralgos,2016-01-26T18:34:53Z,11,11,Python,True,True,
292,vakila,vakila/LaTeXresources,2015-11-16T15:53:27Z,3,3,TeX,True,True,
293,vakila,vakila/de-stress,2014-12-31T15:34:38Z,11,11,Groovy,True,True,mit
294,vakila,vakila/html,2015-10-22T18:51:01Z,0,0,HTML,True,False,
295,vakila,vakila/game-of-life,2015-10-08T16:38:44Z,30,30,JavaScript,True,True,mit
296,vakila,vakila/marytts,2014-03-17T09:19:06Z,2,2,Java,True,True,other
297,vakila,vakila/arctic-prompts,2014-03-17T13:11:29Z,1,1,Shell,True,True,apache-2.0
298,vakila,vakila/Excitement-Open-Platform,2013-09-10T07:11:49Z,0,0,Java,True,False,
299,tonsky,tonsky/Clojure-Sublimed,2018-12-23T23:43:07Z,370,370,Clojure,False,True,mit
300,tonsky,tonsky/clj-reload,2024-01-29T19:12:48Z,210,210,Clojure,True,True,mit
301,tonsky,tonsky/clj-simple-router,2023-09-15T22:00:32Z,55,55,Clojure,True,True,mit
302,tonsky,tonsky/crdt-filesync,2024-06-21T16:25:15Z,110,110,TypeScript,True,True,
303,tonsky,tonsky/AnyBar,2015-03-02T19:27:52Z,5924,5924,Objective-C,True,True,epl-1.0
304,tonsky,tonsky/advent-of-code,2021-12-01T16:54:42Z,9,9,Clojure,True,True,
305,tonsky,tonsky/DarkModeToggle,2023-08-10T17:46:15Z,11,11,Swift,False,False,mit
306,tonsky,tonsky/codingame-fall-2022,2022-12-24T21:37:54Z,2,2,Clojure,True,True,
307,tonsky,tonsky/compact-uuids,2017-11-21T18:19:34Z,135,135,Clojure,True,True,epl-1.0
308,tonsky,tonsky/clojure.unicode,2014-11-13T13:15:27Z,49,49,Clojure,True,True,epl-1.0
309,tonsky,tonsky/chisty-list,2020-08-06T11:05:52Z,0,0,,True,True,
310,tonsky,tonsky/cljs-drag-n-drop,2017-11-19T18:08:03Z,57,57,Clojure,True,True,epl-1.0
311,tonsky,tonsky/clojure-warrior,2017-12-18T11:03:16Z,57,57,TypeScript,True,True,mit
312,tonsky,tonsky/advent2018,2018-12-04T17:17:37Z,5,5,Clojure,True,True,
313,tonsky,tonsky/clojure-future-spec,2016-06-29T11:57:17Z,115,115,Clojure,True,True,epl-1.0
314,tonsky,tonsky/2018-05-UWDC,2018-05-16T09:13:32Z,2,2,JavaScript,False,False,
315,tonsky,tonsky/clojure-bits-server,2018-02-14T09:10:04Z,2,2,Clojure,True,True,
316,tonsky,tonsky/clojure-bits,2018-02-07T20:21:50Z,3,3,Clojure,True,True,
317,tonsky,tonsky/closure-elimination-bug,2017-11-22T12:33:27Z,0,0,Clojure,True,True,
318,tonsky,tonsky/2017-10-Reactive,2017-10-22T19:52:38Z,2,2,JavaScript,False,False,
319,tonsky,tonsky/2017-09-CSS-Minsk-JS,2017-09-09T21:12:34Z,0,0,JavaScript,False,False,
320,tonsky,tonsky/2017-06-FrontendConf,2017-05-23T15:24:08Z,0,0,JavaScript,True,False,
321,tonsky,tonsky/2017-05-RigaDevDays,2017-05-15T06:22:54Z,2,2,JavaScript,False,False,
322,tonsky,tonsky/alabaster-lighttable-skin,2016-04-12T09:08:49Z,28,28,CSS,True,True,
323,tonsky,tonsky/cljs-skeleton,2015-12-04T14:40:40Z,30,30,Clojure,True,True,
324,tonsky,tonsky/boot-anybar,2015-03-04T06:49:54Z,18,18,Clojure,True,True,epl-1.0
325,tonsky,tonsky/cljsbuild_data_readers,2015-01-14T18:05:11Z,0,0,Clojure,True,True,
326,tonsky,tonsky/clojurescript_deps_test,2014-11-16T18:17:17Z,0,0,Clojure,True,True,
327,tonsky,tonsky/41-socks,2014-04-02T17:44:59Z,37,37,Clojure,True,False,
328,tonsky,tonsky/bloknote,2012-06-17T00:40:54Z,16,16,Clojure,True,True,
329,felixge,felixge/cgosymbolizer,2023-12-08T10:26:23Z,0,0,,True,True,other
330,felixge,felixge/advent-2022,2022-12-21T15:51:16Z,0,0,Go,True,True,
331,felixge,felixge/alloc-prof-sim,2022-11-24T22:28:43Z,0,0,Go,True,True,
332,felixge,felixge/benchmore,2022-02-05T19:42:05Z,28,28,Go,True,True,mit
333,felixge,felixge/chapter-thumbnails,2022-01-10T14:15:33Z,0,0,Go,True,True,
334,felixge,felixge/codecov-test,2021-12-13T13:22:19Z,0,0,Go,True,True,
335,felixge,felixge/advent-2021,2021-12-01T14:23:16Z,18,18,Go,True,True,
336,felixge,felixge/cl,2021-06-19T07:39:10Z,18,18,Go,True,True,mit
337,felixge,felixge/advent-2020,2020-12-10T10:51:05Z,2,2,Rust,True,True,
338,felixge,felixge/carbon-now-cli,2020-01-26T13:19:27Z,0,0,,True,True,mit
339,felixge,felixge/bcc,2019-12-12T08:39:11Z,1,1,,True,True,apache-2.0
340,felixge,felixge/can,2014-12-11T10:51:48Z,5,5,Go,True,True,
341,felixge,felixge/casecontrolmatch,2014-06-07T16:43:06Z,0,0,Go,True,True,
342,felixge,felixge/asciitable,2014-07-04T13:30:54Z,2,2,Go,True,True,mit
343,felixge,felixge/ccv,2014-04-11T14:28:43Z,1,1,C,True,True,other
344,felixge,felixge/cakephp-authsome,2009-12-24T11:32:17Z,123,123,PHP,True,True,
345,felixge,felixge/campusparty-2012-code,2012-08-23T11:07:57Z,0,0,JavaScript,True,True,
346,felixge,felixge/berlinjs.org,2012-02-29T09:51:52Z,3,3,JavaScript,True,True,
347,felixge,felixge/cakephp,2011-01-21T14:50:20Z,2,2,PHP,True,False,
348,felixge,felixge/beachwhenever.com,2012-05-20T19:28:57Z,2,2,,True,True,
349,felixge,felixge/buster-docs,2012-02-17T14:34:41Z,1,1,JavaScript,True,True,
350,felixge,felixge/codesurgeon,2011-11-20T20:32:01Z,1,1,JavaScript,True,True,
351,felixge,felixge/commander.js,2011-10-31T21:18:54Z,5,5,JavaScript,True,True,
352,felixge,felixge/cluster,2011-07-17T11:23:25Z,2,2,JavaScript,True,True,mit
353,felixge,felixge/async,2011-07-06T14:14:19Z,3,3,JavaScript,True,True,mit
354,felixge,felixge/ack,2011-04-01T14:30:54Z,4,4,Perl,True,True,
355,felixge,felixge/cakephp-browscap,2010-07-14T13:28:50Z,2,2,PHP,True,True,
356,felixge,felixge/cakephp-mixpanel,2010-07-14T13:29:40Z,1,1,PHP,True,True,
357,felixge,felixge/cakephp1x,2009-12-10T19:34:52Z,1,1,PHP,True,False,
358,felixge,felixge/chrome-bookmark-bar-shortcuts,2009-09-11T17:27:36Z,2,2,JavaScript,True,True,
359,alexeygrigorev,alexeygrigorev/codeforces-py,2024-10-15T18:47:23Z,0,0,Python,True,True,
360,alexeygrigorev,alexeygrigorev/au-tomator-lambda,2022-06-27T07:49:04Z,2,2,Python,True,True,
361,alexeygrigorev,alexeygrigorev/airtable-mailchimp-poller,2022-08-17T06:49:21Z,1,1,Jupyter Notebook,True,True,
362,alexeygrigorev,alexeygrigorev/build-your-own-search-engine,2024-05-21T13:24:42Z,68,68,Jupyter Notebook,True,True,
363,alexeygrigorev,alexeygrigorev/calendar-reminders,2024-02-21T11:26:06Z,3,3,Python,True,True,
364,alexeygrigorev,alexeygrigorev/au-tomator-telegram-bot,2022-05-26T20:34:11Z,4,4,Python,True,True,
365,alexeygrigorev,alexeygrigorev/aws-ses-util,2022-09-22T06:43:12Z,1,1,Python,True,True,
366,alexeygrigorev,alexeygrigorev/alexeygrigorev,2020-07-10T19:55:25Z,27,27,,True,True,
367,alexeygrigorev,alexeygrigorev/alexeygrigorev.github.io,2015-03-28T11:16:13Z,4,4,CSS,True,True,
368,alexeygrigorev,alexeygrigorev/au-tomator-lambda-zoomcamp-projects,2022-09-09T19:09:01Z,0,0,Python,True,True,
369,alexeygrigorev,alexeygrigorev/aws-emr-spark-model-deployment-workshop,2020-11-25T10:50:19Z,2,2,Jupyter Notebook,True,True,
370,alexeygrigorev,alexeygrigorev/aws-lambda-docker,2020-12-02T21:50:47Z,22,22,Jupyter Notebook,True,True,
371,alexeygrigorev,alexeygrigorev/clothing-dataset,2020-09-19T19:23:06Z,105,105,,True,True,cc0-1.0
372,alexeygrigorev,alexeygrigorev/aws-lambda-model-deployment-workshop,2020-11-12T12:59:44Z,4,4,Jupyter Notebook,True,True,
373,alexeygrigorev,alexeygrigorev/clothing-dataset-small,2020-09-19T19:21:07Z,48,48,,True,True,cc0-1.0
374,alexeygrigorev,alexeygrigorev/codeforces-solutions-java,2018-05-02T04:24:29Z,1,1,Java,True,True,
375,alexeygrigorev,alexeygrigorev/codeforces-crawler,2018-03-31T10:20:31Z,5,5,Java,True,True,
376,alexeygrigorev,alexeygrigorev/competitions,2016-05-14T11:00:46Z,4,4,Jupyter Notebook,True,True,
377,alexeygrigorev,alexeygrigorev/clickbait-challenge,2017-09-09T08:12:57Z,8,8,Python,True,True,
378,alexeygrigorev,alexeygrigorev/classifying-crisis-reports-dsc,2017-05-18T08:32:38Z,21,21,Python,True,True,
379,alexeygrigorev,alexeygrigorev/boosters-evotor-gettingstarted,2017-05-12T18:25:14Z,0,0,Java,True,True,
380,alexeygrigorev,alexeygrigorev/barololometer,2016-08-14T09:38:09Z,1,1,Java,True,True,
381,alexeygrigorev,alexeygrigorev/avito-page-view-prediction-boosters,2017-02-10T05:21:41Z,3,3,Python,True,True,
382,alexeygrigorev,alexeygrigorev/cikm-cup-2016-cross-device,2016-10-05T07:50:41Z,24,24,Python,True,True,
383,alexeygrigorev,alexeygrigorev/avito-duplicates-kaggle,2016-07-12T19:55:53Z,61,61,Python,True,True,
384,alexeygrigorev,alexeygrigorev/allen-qa,2016-02-13T16:16:01Z,0,0,Jupyter Notebook,True,True,
385,alexeygrigorev,alexeygrigorev/codoforum-translations,2015-03-03T09:29:44Z,0,0,PHP,True,True,mit
386,alexeygrigorev,alexeygrigorev/BigDataClass-ws2014,2015-02-23T12:25:28Z,0,0,Java,True,True,
387,alexeygrigorev,alexeygrigorev/aim3,2015-01-03T17:06:55Z,1,1,Java,True,True,gpl-3.0
388,alexeygrigorev,alexeygrigorev/bigdataclass.org,2014-03-02T21:16:22Z,0,0,Java,True,True,apache-2.0
389,hanxiao,hanxiao/Auto-GPT-Plugins,2023-04-26T07:13:52Z,0,0,,True,True,mit
390,hanxiao,hanxiao/demo-gnes-flow,2019-10-15T11:07:19Z,12,12,Jupyter Notebook,True,True,apache-2.0
391,hanxiao,hanxiao/dalle-mini,2022-04-25T08:32:03Z,1,1,Python,True,False,apache-2.0
392,hanxiao,hanxiao/all-contributors,2022-04-15T18:15:45Z,1,1,,True,False,mit
393,hanxiao,hanxiao/cookiecutter-jina-executor,2021-07-28T08:55:29Z,0,0,,True,True,apache-2.0
394,hanxiao,hanxiao/chatwoot,2020-11-08T11:30:34Z,1,1,,True,True,mit
395,hanxiao,hanxiao/copyright-action,2020-10-05T08:54:31Z,1,1,Python,True,True,mit
396,hanxiao,hanxiao/create-pull-request,2020-09-03T12:37:40Z,1,1,,True,True,mit
397,hanxiao,hanxiao/all-contributors-cli,2020-08-15T16:50:11Z,1,1,JavaScript,True,False,other
398,hanxiao,hanxiao/co-learning-lounge,2020-06-03T15:42:12Z,0,0,,True,True,
399,hanxiao,hanxiao/cookiecutter-pypackage,2020-06-07T19:07:33Z,0,0,,True,True,bsd-3-clause
400,hanxiao,hanxiao/big_transfer,2020-05-24T21:18:50Z,1,1,Python,True,True,apache-2.0
401,hanxiao,hanxiao/auto-close-issues,2020-04-24T20:24:15Z,0,0,JavaScript,True,True,
402,hanxiao,hanxiao/action-lgtm-reaction,2020-03-26T21:19:14Z,0,0,,True,True,apache-2.0
403,hanxiao,hanxiao/benchmark,2019-09-23T09:00:36Z,8,8,Python,True,True,mit
404,hanxiao,hanxiao/chart,2019-10-22T20:34:36Z,0,0,,True,True,
405,hanxiao,hanxiao/commitlint,2019-07-11T06:32:33Z,0,0,JavaScript,True,False,mit
406,hanxiao,hanxiao/aiozmq,2019-10-31T15:49:01Z,0,0,,True,True,bsd-2-clause
407,hanxiao,hanxiao/bert,2018-11-10T04:55:07Z,2,2,Python,True,True,apache-2.0
408,hanxiao,hanxiao/daanet,2018-09-05T11:19:31Z,146,146,Python,True,True,
409,hanxiao,hanxiao/CAIL,2018-05-16T04:07:24Z,0,0,,True,True,mit
410,hanxiao,hanxiao/code2banner,2018-09-12T05:27:45Z,0,0,,True,True,mit
411,hanxiao,hanxiao/blog-gitment,2018-01-25T18:08:55Z,0,0,,True,True,
412,hanxiao,hanxiao/activitywatch,2017-11-24T14:16:36Z,1,1,Python,True,True,mpl-2.0
413,hanxiao,hanxiao/CoGAN-tensorflow,2017-09-17T09:01:39Z,1,1,Python,True,True,
414,hanxiao,hanxiao/connexion,2017-08-21T14:23:51Z,0,0,Python,True,False,other
415,hanxiao,hanxiao/awesome,2017-07-27T14:39:44Z,0,0,,True,True,
416,hanxiao,hanxiao/awesome-badges,2017-07-27T14:38:34Z,0,0,JavaScript,True,True,mit
417,hanxiao,hanxiao/barcode-wxserver,2016-01-20T11:01:13Z,1,1,Java,True,True,
418,hanxiao,hanxiao/app,2015-03-27T23:25:20Z,0,0,CSS,True,True,
419,ines,ines/die-aerzte,2024-09-03T07:42:57Z,1,1,Python,False,False,mit
420,ines,ines/DaCy,2021-03-01T10:59:20Z,0,0,,True,True,apache-2.0
421,ines,ines/spacy-js,2018-10-25T12:06:55Z,193,193,JavaScript,False,False,mit
422,ines,ines/awesome-pyladies-blogs,2023-05-04T08:56:48Z,1,1,R,True,False,cc0-1.0
423,ines,ines/shitty-cat-petting-robot,2023-04-27T07:59:46Z,6,6,Python,False,False,mit
424,ines,ines/course-starter-r,2019-04-18T10:05:34Z,342,342,CSS,False,False,mit
425,ines,ines/spacy-streamlit-demo,2020-09-24T12:47:45Z,20,20,Python,False,False,mit
426,ines,ines/termynal,2017-06-08T15:49:18Z,1703,1703,JavaScript,False,False,mit
427,ines,ines/course-starter-python,2019-04-18T06:36:10Z,504,504,CSS,False,False,mit
428,ines,ines/pySBD,2019-10-29T13:49:56Z,4,4,,True,True,mit
429,ines,ines/RBootcamp,2019-07-09T18:47:53Z,2,2,CSS,True,True,mit
430,ines,ines/juniper,2018-04-30T18:46:44Z,224,224,JavaScript,False,False,mit
431,ines,ines/spacy-feedstock,2017-03-03T17:52:30Z,0,0,Shell,True,False,bsd-3-clause
432,ines,ines/spacy-graphql,2018-08-01T14:50:41Z,87,87,Python,False,False,mit
433,ines,ines/console-dot-emoji,2016-06-20T16:49:07Z,250,250,JavaScript,False,False,
434,ines,ines/quickstart,2017-05-17T15:22:41Z,67,67,JavaScript,False,False,mit
435,ines,ines/pretty-harp-jade-skeleton,2016-05-25T20:34:10Z,13,13,HTML,False,False,
436,ines,ines/pretty-jekyll-skeleton,2015-11-11T18:07:03Z,12,12,HTML,True,False,
437,ines,ines/scheidify,2015-12-17T13:55:31Z,3,3,JavaScript,False,False,
438,apaszke,apaszke/jax,2020-03-13T12:04:19Z,0,0,Python,True,True,apache-2.0
439,apaszke,apaszke/llvm-project,2021-07-02T15:59:22Z,0,0,,True,False,
440,apaszke,apaszke/apaszke.github.io,2015-08-30T22:18:10Z,7,7,HTML,True,True,
441,apaszke,apaszke/dex-lang,2020-04-07T12:17:48Z,1,1,Haskell,True,True,bsd-3-clause
442,apaszke,apaszke/llvm-hs,2020-12-17T14:42:27Z,1,1,,True,True,
443,apaszke,apaszke/iree-llvm-sandbox,2021-11-25T11:42:59Z,0,0,,True,False,apache-2.0
444,apaszke,apaszke/cabal2bazel,2021-04-16T17:03:31Z,0,0,,True,True,apache-2.0
445,apaszke,apaszke/dotfiles,2015-11-22T21:06:20Z,3,3,Vim script,True,True,
446,apaszke,apaszke/llvm-hs-linking-issues,2020-08-25T09:51:50Z,0,0,Haskell,True,True,
447,apaszke,apaszke/matplotlib,2020-03-05T10:38:15Z,0,0,,True,True,
448,apaszke,apaszke/examples,2017-05-23T17:22:43Z,10,10,Python,True,True,bsd-3-clause
449,apaszke,apaszke/ffi-experimental,2019-05-29T11:05:12Z,1,1,Haskell,True,True,other
450,apaszke,apaszke/libui,2018-04-06T10:41:00Z,0,0,C,True,True,other
451,apaszke,apaszke/ATen,2017-10-19T10:14:50Z,0,0,C,True,True,
452,apaszke,apaszke/emscripten,2017-07-14T02:41:16Z,0,0,C,True,True,other
453,apaszke,apaszke/jpp-prolog-test,2017-06-03T10:33:09Z,0,0,Python,True,True,
454,apaszke,apaszke/gloo,2017-03-12T12:57:47Z,0,0,C++,True,True,other
455,apaszke,apaszke/cunn,2016-02-15T21:56:05Z,0,0,Cuda,True,True,other
456,apaszke,apaszke/cutorch,2016-03-07T10:21:26Z,0,0,Cuda,True,True,other
457,apaszke,apaszke/cudnn.torch,2016-04-28T22:51:41Z,0,0,Lua,True,True,bsd-2-clause
458,apaszke,apaszke/hashcode,2016-03-19T10:01:31Z,0,0,C++,True,True,
459,apaszke,apaszke/imagenet-multiGPU.torch,2016-01-26T13:37:58Z,0,0,Lua,True,True,
460,apaszke,apaszke/bst,2016-01-24T19:13:17Z,0,0,C++,True,True,
461,apaszke,apaszke/distro,2015-12-17T22:10:02Z,0,0,Shell,True,True,
462,apaszke,apaszke/console-timestamp,2014-03-17T22:06:26Z,1,1,JavaScript,True,True,mit
463,apaszke,apaszke/kaggle-denoising-documents,2015-08-28T18:51:30Z,1,1,Lua,True,True,
464,apaszke,apaszke/kaggle-grasp-and-lift,2015-07-25T22:26:58Z,70,70,Lua,True,True,
465,apaszke,apaszke/ariel,2015-04-18T21:43:50Z,0,0,JavaScript,True,True,
466,apaszke,apaszke/HabitUI,2014-12-22T15:50:25Z,0,0,CSS,True,True,mit
467,apaszke,apaszke/interactive,2014-03-22T20:25:41Z,4,4,JavaScript,True,True,mit
468,lewagon,lewagon/data-engineering-setup,2022-06-15T16:48:57Z,10,10,Ruby,True,True,
469,lewagon,lewagon/Bored-API,2024-05-26T21:07:55Z,0,0,JavaScript,True,False,mit
470,lewagon,lewagon/chat-redux,2017-09-26T10:21:03Z,5,5,JavaScript,False,False,
471,lewagon,lewagon/bash-runner,2024-05-09T09:21:20Z,0,0,Dockerfile,False,False,
472,lewagon,lewagon/data-certification-api-movies,2021-06-25T13:44:51Z,0,0,Python,True,True,
473,lewagon,lewagon/bootstrap-boilerplate,2014-07-02T16:45:20Z,108,108,HTML,True,True,mit
474,lewagon,lewagon/awesome-navbars,2014-11-14T15:07:03Z,60,60,HTML,True,True,
475,lewagon,lewagon/data-analytics-jupyter-challenges,2023-02-14T09:45:38Z,0,0,Jupyter Notebook,True,True,
476,lewagon,lewagon/bootstrap-dashboard-boilerplate,2023-02-28T16:09:31Z,0,0,HTML,True,True,
477,lewagon,lewagon/data-analytics-sprint,2020-02-11T16:09:44Z,15,15,Jupyter Notebook,True,True,
478,lewagon,lewagon/data-certification-api,2021-03-12T11:50:26Z,0,0,Python,True,True,
479,lewagon,lewagon/data-certification-exam,2021-03-11T17:42:52Z,0,0,,True,True,
480,lewagon,lewagon/data-images,2019-11-08T16:23:52Z,0,0,,False,True,
481,lewagon,lewagon/breaking-bad-quotes,2022-04-28T10:42:15Z,0,0,,True,False,
482,lewagon,lewagon/conduct,2019-05-23T16:13:35Z,4,4,,True,True,
483,lewagon,lewagon/data-kit,2015-02-05T09:41:12Z,201,201,Jupyter Notebook,True,True,
484,lewagon,lewagon/components-demo,2017-07-21T08:38:29Z,6,6,HTML,True,True,
485,lewagon,lewagon/alfred-coworker,2016-04-20T17:46:11Z,2,2,Ruby,True,True,
486,lewagon,lewagon/airbnb,2018-11-29T10:31:10Z,1,1,HTML,True,True,
487,lewagon,lewagon/chat-rails-redux,2017-09-28T14:48:47Z,3,3,Ruby,False,False,
488,lewagon,lewagon/blog-rails-redux,2017-09-28T14:49:01Z,1,1,Ruby,True,True,
489,lewagon,lewagon/clearbit-livecode,2018-05-09T08:45:38Z,1,1,HTML,True,True,
490,lewagon,lewagon/bootcamp-finder,2018-05-05T18:34:27Z,1,1,Python,True,True,
491,lewagon,lewagon/blog-redux,2017-09-28T07:45:14Z,3,3,JavaScript,False,False,
492,lewagon,lewagon/corporate-satair,2017-05-03T11:06:51Z,0,0,HTML,True,True,
493,lewagon,lewagon/amsterdam,2016-03-02T16:48:24Z,3,3,CSS,True,True,
494,lewagon,lewagon/amsterdam-drive-in,2016-01-30T17:20:31Z,4,4,HTML,True,True,
495,lewagon,lewagon/animation-challenges,2015-05-20T12:51:45Z,2,2,CSS,True,True,
496,lewagon,lewagon/cetetejecode-videos,2014-07-01T15:29:17Z,2,2,CSS,True,True,
497,lewagon,lewagon/active-record-advanced,2014-10-27T11:17:40Z,2,2,Ruby,True,True,
498,codebytere,codebytere/chromium-codesearch-extension,2021-09-21T10:13:10Z,6,6,JavaScript,True,True,
499,codebytere,codebytere/c-ares,2024-08-26T14:39:54Z,1,1,,True,False,mit
500,codebytere,codebytere/codespace-dotfiles,2024-04-17T16:43:56Z,0,0,Shell,True,True,mit
501,codebytere,codebytere/action-upterm,2024-06-20T13:16:16Z,2,2,,True,True,apache-2.0
502,codebytere,codebytere/dotfiles,2016-06-03T20:46:12Z,7,7,Shell,False,False,
503,codebytere,codebytere/content,2024-04-10T19:34:42Z,1,1,,True,False,other
504,codebytere,codebytere/codebytere.github.io,2015-06-28T15:52:08Z,520,520,JavaScript,False,False,mit
505,codebytere,codebytere/downstream-sentinel,2024-01-02T09:38:28Z,0,0,,True,True,mit
506,codebytere,codebytere/electron-prices,2020-04-02T21:41:16Z,7,7,HTML,False,False,mit
507,codebytere,codebytere/electron-font-manager,2019-08-26T02:34:28Z,21,21,Objective-C++,False,True,
508,codebytere,codebytere/ada,2023-04-18T09:36:33Z,1,1,C++,True,False,apache-2.0
509,codebytere,codebytere/electron-build-tools-autocomplete,2022-01-17T10:25:45Z,5,5,TypeScript,True,True,
510,codebytere,codebytere/autocomplete,2022-01-17T09:01:45Z,1,1,,True,True,mit
511,codebytere,codebytere/codebytere,2018-12-20T15:47:55Z,6,6,,True,True,
512,codebytere,codebytere/docs,2021-10-04T12:59:26Z,1,1,,True,False,cc-by-4.0
513,codebytere,codebytere/changelog-maker,2020-03-11T18:41:19Z,1,1,JavaScript,True,True,mit
514,codebytere,codebytere/branch-diff,2020-05-08T05:45:55Z,1,1,JavaScript,True,True,
515,codebytere,codebytere/electron,2020-05-06T04:03:08Z,3,3,,True,False,mit
516,codebytere,codebytere/build,2020-04-08T20:49:23Z,1,1,,True,True,
517,codebytere,codebytere/dev.to,2019-12-08T19:44:10Z,1,1,,True,True,agpl-3.0
518,codebytere,codebytere/admin,2019-12-25T00:53:37Z,1,1,,True,True,
519,codebytere,codebytere/electron-quick-start,2019-12-18T05:06:33Z,1,1,,True,True,cc0-1.0
520,codebytere,codebytere/core-validate-commit,2019-10-23T22:51:55Z,1,1,,True,True,mit
521,codebytere,codebytere/dotify,2016-08-20T21:39:14Z,33,33,Shell,True,True,
522,codebytere,codebytere/confs.tech,2019-01-21T18:35:47Z,1,1,JavaScript,True,True,mit
523,codebytere,codebytere/docker-node,2018-12-13T17:18:56Z,1,1,Dockerfile,True,True,mit
524,codebytere,codebytere/Cumulus,2019-01-22T16:52:31Z,1,1,JavaScript,True,True,mit
525,codebytere,codebytere/conferences,2017-12-30T22:57:33Z,1,1,,True,True,mit
526,codebytere,codebytere/create-probot-app,2017-09-29T23:21:34Z,1,1,JavaScript,True,True,isc
527,codebytere,codebytere/DiningHallSeating,2013-02-16T07:08:45Z,1,1,Java,True,True,
528,prisma,prisma/dataguide,2020-05-07T09:23:26Z,156,156,MDX,True,False,apache-2.0
529,prisma,prisma/.github,2020-10-09T17:33:53Z,2,2,,False,False,
530,prisma,prisma/accelerate-hackernews,2024-09-25T22:07:21Z,0,0,TypeScript,True,True,
531,prisma,prisma/cal.com,2024-07-31T09:16:10Z,1,1,,True,False,other
532,prisma,prisma/awesome-links,2021-08-09T01:25:15Z,214,214,TypeScript,True,True,
533,prisma,prisma/ci-reports,2022-08-10T15:51:11Z,1,1,HTML,True,True,
534,prisma,prisma/codemods,2020-11-06T08:32:16Z,34,34,JavaScript,False,False,
535,prisma,prisma/demo-sveltekit,2023-02-06T18:05:35Z,14,14,Svelte,True,True,
536,prisma,prisma/bridg-ea-quickstart,2024-05-02T08:37:54Z,0,0,TypeScript,True,True,
537,prisma,prisma/accelerate-nextjs-starter,2023-09-11T20:11:55Z,1,1,TypeScript,True,True,
538,prisma,prisma/blog-backend-rest-api-nestjs-prisma,2022-05-30T21:05:55Z,165,165,TypeScript,True,True,
539,prisma,prisma/accelerate-speed-test,2023-01-13T21:14:17Z,18,18,TypeScript,False,False,
540,prisma,prisma/cuid-rust,2023-09-08T17:26:00Z,0,0,,True,True,mit
541,prisma,prisma/blogr-nextjs-prisma,2020-11-24T06:51:02Z,110,110,TypeScript,True,True,
542,prisma,prisma/deployment-example-lambda-serverless-framework,2023-06-09T19:35:52Z,2,2,TypeScript,True,True,
543,prisma,prisma/20567,2023-08-06T19:26:58Z,0,0,TypeScript,True,True,
544,prisma,prisma/deployment-example-cloudflare-workers,2023-06-09T09:06:02Z,4,4,TypeScript,True,True,
545,prisma,prisma/deployment-example-azure-functions,2023-06-09T14:58:34Z,0,0,TypeScript,True,True,
546,prisma,prisma/database-schema-examples,2019-02-04T14:04:22Z,211,211,TSQL,False,False,
547,prisma,prisma/deployment-example-netlify,2020-03-20T18:03:27Z,16,16,JavaScript,False,False,
548,prisma,prisma/connection-string,2020-09-10T09:29:34Z,12,12,Rust,False,False,apache-2.0
549,prisma,prisma/action-node-cache-dependencies,2022-03-28T18:52:15Z,1,1,,True,True,
550,prisma,prisma/demo-upgrade-prisma-4,2022-07-07T09:44:05Z,0,0,,True,True,
551,prisma,prisma/db-push-non-idempotent-schemas,2021-12-15T10:53:39Z,2,2,Nix,True,True,
552,prisma,prisma/binding-argument-transform,2020-05-19T08:54:18Z,5,5,TypeScript,False,False,mit
553,prisma,prisma/barrel,2020-08-31T16:54:16Z,1,1,,True,True,mit
554,prisma,prisma/benching_setup,2018-07-11T09:58:59Z,2,2,TypeScript,True,True,
555,prisma,prisma/auto,2021-04-26T07:57:46Z,1,1,,True,True,
556,prisma,prisma/ci-info,2020-01-21T15:17:17Z,1,1,JavaScript,False,False,mit
557,prisma,prisma/build-cli,2019-04-10T08:46:27Z,0,0,Ruby,False,False,
558,armancodv,armancodv/frontend-interview,2024-03-23T17:15:35Z,14,14,TypeScript,True,True,
559,armancodv,armancodv/chidman,2015-09-11T12:02:08Z,9,9,HTML,True,True,gpl-2.0
560,armancodv,armancodv/arman-co-com,2020-11-09T20:31:15Z,17,17,TypeScript,True,True,
561,armancodv,armancodv/armancodv,2021-10-24T12:47:58Z,11,11,,True,True,
562,armancodv,armancodv/differential,2019-10-12T19:51:49Z,10,10,JavaScript,True,True,gpl-2.0
563,armancodv,armancodv/integral,2019-10-12T22:35:54Z,28,28,Java,True,True,gpl-2.0
564,armancodv,armancodv/building-energy-model-matlab,2019-09-02T09:55:02Z,49,49,MATLAB,True,True,gpl-2.0
565,armancodv,armancodv/chakra-ui,2021-12-20T16:56:41Z,3,3,,True,False,mit
